account_id,rating_region,industry,risk_band,risk_score_2025,covered_lives_2025,annual_premium_2025,paid_claims_2025,fy2025_mlr,recommended_rate_change_pct,expected_renewal_probability,premium_if_renewed,projected_2026_premium,projected_2026_paid_claims,projected_case_mlr,expected_contribution
ACC00030,R30,Manufacturing,0.50–0.99,0.8482,457,2554566.15,1510310.44,0.5912199376790458,10,0.822202493873511,2810022.765,2310407.725224339,1241781.0102911997,0.5374726706173143,1068626.7149331393
ACC00031,R12,Professional services,0.50–0.99,0.902,142,1011053.44,735663.46,0.7276207477222965,15,0.8372326776042763,1162711.4559999998,973460.0255880465,615921.4884314265,0.6327136936715623,357538.53715662006
ACC00032,R23,Technology,1.00–1.49,1.2764,62,363573.13,442751.78,1.217779157662174,14,0.8141446580810509,414473.3682,337441.2786368905,360463.99654287664,1.0682273312826085,-23022.717905986123
ACC00033,R30,Hospitality,1.50–2.49,2.302,189,1122845.18,2695361.66,2.4004748900467296,25,0.8873956549287823,1403556.4749999999,1245509.917362158,2391852.22554563,1.9203799120373837,-1146342.308183472
ACC00034,R03,Manufacturing,0.50–0.99,0.9024,105,913863.41,474349.26,0.5190592541614069,9,0.8627034606483027,996111.1169000001,859348.5077398762,409222.7481579615,0.47620115060679524,450125.75958191464
ACC00035,R48,Professional services,1.50–2.49,2.1374,590,3867223.62,7212033.0,1.8649123269473618,25,0.8563913569039636,4834029.525,4139821.104228573,6176322.726906164,1.4919298615578893,-2036501.6226775907
ACC00036,R47,Retail,0.15–0.49,0.4884,334,1844227.39,647648.45,0.3511760282445431,2,0.8602671734346629,1881111.9378,1618258.8496454074,557150.7014608405,0.3442902237691599,1061108.1481845668
ACC00037,R44,Professional services,0.15–0.49,0.1873,116,617998.32,141447.07,0.22887937624167007,0,0.8297534184680241,617998.32,512786.2186274958,117366.1898647859,0.22887937624167007,395420.02876270993
ACC00038,R45,Hospitality,0.50–0.99,0.5035,681,3937088.73,2273896.77,0.5775579180304631,10,0.8090771994485357,4330797.603,3503949.5960136717,1839758.0305066712,0.5250526527549664,1664191.5655070005
ACC00039,R23,Technology,0.50–0.99,0.7757,247,1689056.55,1004633.81,0.5947899198520026,7,0.8131268464260092,1807290.5085000002,1469556.4317522638,816894.7217382465,0.5558784297682267,652661.7100140173
ACC00040,R30,Healthcare,1.00–1.49,1.3911,62,353937.34,322143.71,0.9101715857388768,12,0.8817981010707964,396409.82080000004,349553.4272272547,284065.71174990135,0.8126532015525686,65487.71547735337
ACC00041,R23,Retail,0.50–0.99,0.5534,66,420728.97,397125.02,0.9438974929632253,3,0.8140614734103677,433350.8391,352774.2225813652,323284.1789093218,0.9164053329740052,29490.043672043423
ACC00042,R36,Healthcare,0.15–0.49,0.2553,644,3897976.47,1348644.66,0.34598583916028613,2,0.8429936623948988,3975935.9994,3351688.8495819285,1136898.901202723,0.3392018030983197,2214789.9483792055
ACC00043,R33,Financial services,0.50–0.99,0.6612,109,801557.23,360397.73,0.44962195650084774,2,0.8628392510223,817588.3746,705447.3407844036,310965.3074233371,0.44080583970671344,394482.03336106654
ACC00044,R04,Healthcare,0.15–0.49,0.4039,437,1948554.74,823468.37,0.42260468905276943,3,0.8485304469358894,2007011.3822,1703010.2651435833,698737.9840336683,0.4102958146143392,1004272.281109915
ACC00045,R04,Healthcare,0.15–0.49,0.3892,149,686915.25,259400.8,0.3776314472564119,0,0.8730553294513231,686915.25,599715.019893888,226471.25090393677,0.3776314472564119,373243.76898995123
ACC00046,R07,Hospitality,1.00–1.49,1.3662,178,1232960.48,1651638.02,1.3395709325573841,25,0.7448437260178356,1541200.6,1147953.5974449238,1230212.2168495203,1.0716567460459072,-82258.61940459651
ACC00047,R19,Logistics,0.50–0.99,0.6886,140,881397.31,547662.36,0.6213569678355383,9,0.8462391543730841,960723.0679000001,813001.4765664111,463453.33240836754,0.5700522640693011,349548.14415804355
ACC00048,R27,Technology,0.50–0.99,0.7429,293,2388224.27,694676.52,0.29087574761142515,4,0.8677761731127461,2483753.2408000003,2155341.882257805,602823.73207688,0.2796882188571395,1552518.1501809251
ACC00049,R02,Technology,0.50–0.99,0.7692,78,408397.4,122962.52,0.30108546234623434,1,0.9070788294885601,412481.374,374153.121913753,111536.69871256367,0.29810441816458844,262616.4232011893
ACC00050,R46,Professional services,2.50–5.00,3.982,218,1712565.04,5576656.13,3.25631786224014,25,0.9836461192783024,2140706.3,2105697.4445096133,5485456.160824056,2.605054289792112,-3379758.7163144425
ACC00051,R07,Hospitality,0.15–0.49,0.213,798,5018272.77,1271619.58,0.2533978598377386,0,0.8463938926915919,5018272.77,4247435.424388518,1076291.0463390474,0.2533978598377386,3171144.3780494705
ACC00052,R02,Retail,0.50–0.99,0.7641,232,1622431.26,753127.82,0.4641970594180982,7,0.8462443654588724,1736001.4482000002,1469081.4439676928,637330.1741453238,0.4338290274935497,831751.269822369
ACC00053,R07,Healthcare,0.15–0.49,0.3179,266,1663728.56,289841.93,0.1742122705400934,0,0.8592774652927806,1663728.56,1429604.459972008,249054.63894596754,0.1742122705400934,1180549.8210260402
ACC00054,R17,Financial services,0.15–0.49,0.2009,232,1673994.22,378186.0,0.22591834277659573,0,0.8566467928087987,1673994.22,1434021.7797434665,323971.8239851884,0.22591834277659573,1110049.9557582783
ACC00055,R45,Hospitality,0.15–0.49,0.3151,161,1257122.3,253925.62,0.20198959162525396,2,0.8859229952791693,1282264.746,1135987.8245172033,224958.54584852012,0.1980290113973078,911029.2786686831
ACC00056,R34,Hospitality,1.50–2.49,2.1702,184,1220408.47,3013401.71,2.4691746936171297,25,0.863577439698979,1525510.5875,1317396.5273869352,2602305.733506325,1.975339754893704,-1284909.20611939
ACC00057,R36,Financial services,1.50–2.49,1.6613,68,635326.63,723426.47,1.1386685774528291,23,0.7938534121245856,781451.7548999999,620358.1420381103,574294.5716307441,0.9257468109372596,46063.57040736615
ACC00058,R06,Healthcare,0.50–0.99,0.7847,470,2053103.06,1862082.76,0.906960199065701,18,0.723998336658608,2422661.6108,1754002.976505864,1348144.82096067,0.7686103381912721,405858.15554519393
ACC00059,R33,Logistics,0.15–0.49,0.1572,105,759027.87,224194.48,0.29537055075461194,0,0.7905958061842684,759027.87,600084.250798978,177247.21565766283,0.29537055075461194,422837.0351413152
ACC00060,R24,Hospitality,1.50–2.49,1.8152,385,3392113.14,5526882.5,1.6293331831496634,25,0.8436636451348299,4240141.425,3577253.170502692,4662829.836181901,1.3034665465197308,-1085576.6656792094
ACC00061,R04,Logistics,0.50–0.99,0.568,511,4583446.03,1975945.53,0.43110478820233866,5,0.8252116554547404,4812618.3315,3971428.740408946,1630573.2818996944,0.41057598876413204,2340855.4585092515
ACC00062,R24,Healthcare,0.15–0.49,0.4803,62,342944.4,91646.02,0.267232880898478,0,0.8890613487235537,342944.4,304898.6108011899,81478.93414634578,0.267232880898478,223419.67665484414
ACC00063,R04,Professional services,0.50–0.99,0.5976,347,2264168.85,1466059.94,0.6475046858806488,9,0.7960836727044956,2467944.0465,1964689.9605669146,1167106.3814401324,0.5940409962207788,797583.5791267822
ACC00064,R02,Financial services,0.50–0.99,0.8127,196,1087859.01,712364.85,0.6548319620940585,10,0.8316161452182345,1196644.911,995149.2280808373,592414.1105459658,0.5953017837218713,402735.11753487145
ACC00065,R35,Retail,0.50–0.99,0.5709,320,1615734.34,697226.35,0.43152288884322404,4,0.8509622963258879,1680363.7136000001,1429926.1643877528,593313.3358549172,0.41492585465694615,836612.8285328356
ACC00066,R09,Hospitality,0.15–0.49,0.192,206,1201088.19,387336.45,0.3224879348784539,1,0.8642667449756547,1213099.0718999999,1048441.1862040006,334762.01285192545,0.31929498502817216,713679.1733520752
ACC00067,R27,Manufacturing,0.50–0.99,0.7001,83,565965.23,358554.21,0.6335269217863437,3,0.8611761601791846,582944.1869,502017.6364733189,308778.337783881,0.6150746813459648,193239.2986894379
ACC00068,R37,Retail,0.50–0.99,0.7087,403,2666916.8,1587528.23,0.5952672501819329,7,0.8079273626333188,2853600.976,2305502.310547544,1282607.4959698406,0.5563245328803111,1022894.8145777036
ACC00069,R16,Professional services,0.50–0.99,0.5882,117,980469.29,464491.95,0.47374451677114743,4,0.8513094874496931,1019688.0616,868070.1210792671,395426.4038790085,0.45552357381841097,472643.71720025863
ACC00070,R15,Manufacturing,1.00–1.49,1.2779,275,1895955.39,1730578.26,0.9127737230146539,22,0.7518941747128313,2313065.5757999998,1739180.5321728007,1301211.7125786676,0.7481751827988967,437968.8195941332
ACC00071,R37,Retail,0.50–0.99,0.9798,657,4369703.84,2282772.42,0.5224089557520218,10,0.8267571360954493,4806674.224,3973952.2155780564,1887298.3883168781,0.474917232501838,2086653.8272611783
ACC00072,R14,Technology,0.50–0.99,0.9869,302,2637973.5,1010091.76,0.38290443781940947,8,0.8621050024432846,2849011.3800000004,2456146.962715846,870805.1592227416,0.35454114612908283,1585341.8034931044
ACC00073,R12,Hospitality,0.15–0.49,0.2185,145,733979.62,366369.57,0.499154962913003,4,0.8595289736281356,763338.8048,656111.8194202718,314905.2604706814,0.4799566951086567,341206.55894959037
ACC00074,R11,Manufacturing,0.15–0.49,0.4682,229,1130100.57,345701.23,0.30590306666246525,4,0.8818391588139691,1175304.5928000002,1036429.6134649467,304852.8818641545,0.2941375640985242,731576.7316007923
ACC00075,R39,Professional services,1.00–1.49,1.2827,475,3395207.38,3124628.78,0.9203057222383865,25,0.7457077416762914,4244009.225,3164790.5348280976,2330059.8711105455,0.7362445777907092,834730.6637175521
ACC00076,R12,Professional services,0.50–0.99,0.7795,280,2145784.7,807503.42,0.37632080236195176,10,0.8680940536108195,2360363.1700000004,2049017.2322389842,700988.9171724002,0.342109820329047,1348028.315066584
ACC00077,R17,Manufacturing,0.50–0.99,0.6999,124,827756.15,498040.22,0.6016750464493679,9,0.8542034502064,902254.2035000001,770708.6535929274,425427.67426555447,0.5519954554581357,345280.9793273729
ACC00078,R28,Healthcare,0.50–0.99,0.6622,191,1388602.23,614951.11,0.44285620224014766,4,0.8530545013193644,1444146.3192,1231935.5181573518,524586.8124768396,0.42582327138475734,707348.7056805121
ACC00079,R28,Manufacturing,1.00–1.49,1.2501,959,8332654.32,6595710.46,0.7915497519402677,20,0.7446589254989782,9999185.184,7445982.494982743,4911554.664045971,0.6596247932835564,2534427.830936772
ACC00080,R33,Financial services,2.50–5.00,3.9203,228,1818447.89,6038656.06,3.3207748724655506,25,0.979259044597356,2273059.8625,2225914.429264347,5913408.563967634,2.656619897972441,-3687494.134703287
ACC00081,R21,Professional services,0.50–0.99,0.5221,115,729172.02,316103.41,0.4335100652929606,2,0.8733341839695944,743755.4604,649547.0680813639,276063.9136223561,0.4250098679342751,373483.15445900784
ACC00082,R35,Manufacturing,1.00–1.49,1.3637,234,1362646.99,1648841.78,1.2100285635973849,25,0.726519123624982,1703308.7375,1237486.3712312747,1197915.0850018554,0.9680228508779078,39571.28622941929
ACC00083,R42,Manufacturing,0.50–0.99,0.7914,290,3140784.07,787538.42,0.2507458018277583,6,0.8758616608944959,3329231.1142,2915945.8931848453,689774.7085594272,0.2365526432337342,2226171.184625418
ACC00084,R30,Professional services,1.00–1.49,1.0772,678,4996571.31,4065746.26,0.8137072419766986,19,0.7480296223685243,5945919.858899999,4447724.186686476,3041298.6395140397,0.6837875982997468,1406425.547172436
ACC00085,R01,Hospitality,0.15–0.49,0.4284,455,3011790.5,822366.89,0.27304916792851297,2,0.8666729074800037,3072026.31,2662441.9739427674,712723.1035715884,0.2676952626750127,1949718.870371179
ACC00086,R45,Healthcare,0.50–0.99,0.689,169,1023612.37,664352.53,0.6490274536248521,9,0.8330251809479248,1115737.4833,929437.4189163647,553422.3865164616,0.5954380308484882,376015.03239990305
ACC00087,R27,Logistics,1.00–1.49,1.4605,118,1177213.46,676842.46,0.5749530420761584,12,0.8606768559694696,1318479.0752,1134784.42510467,582542.6404594415,0.5133509304251413,552241.7846452285
ACC00088,R13,Healthcare,1.50–2.49,2.4163,267,1934081.48,2848196.65,1.4726352945585313,25,0.9093609179475827,2417601.85,2198472.6375477742,2590038.7201392297,1.1781082356468249,-391566.08259145543
ACC00089,R19,Professional services,0.15–0.49,0.3667,476,3714016.48,608830.29,0.16392772979833414,3,0.880781613560527,3825436.9744,3369374.5508861323,536246.5252107236,0.15915313572653797,2833128.0256754085
ACC00090,R20,Logistics,1.00–1.49,1.3256,87,599301.01,477248.89,0.7963425424562525,12,0.8585667066790011,671217.1312000001,576284.6818009111,409750.0077535089,0.7110201271930825,166534.67404740216
ACC00091,R40,Logistics,0.50–0.99,0.6745,449,2839327.97,1666573.79,0.5869606497061345,7,0.8040882238804197,3038080.9279000005,2442885.0973200887,1340072.3587667595,0.5485613548655462,1102812.7385533291
ACC00092,R16,Financial services,0.50–0.99,0.8585,245,1738332.81,756705.04,0.43530504380228546,7,0.8504735335293518,1860016.1067000001,1581894.4706866571,643557.6092082695,0.4068271437404537,938336.8614783876
ACC00093,R07,Financial services,1.00–1.49,1.1236,717,4435214.67,5197069.18,1.1717739876613458,25,0.6203344063902573,5544018.3375,3439145.324409764,3223920.824744401,0.9374191901290766,215224.49966536276
ACC00094,R28,Manufacturing,0.50–0.99,0.6851,146,1007144.99,532976.89,0.5291957913626717,6,0.8530795658071035,1067573.6894,910725.2994204396,454671.6939064204,0.499241312606294,456053.60551401926
ACC00095,R38,Manufacturing,0.15–0.49,0.2523,373,1686274.62,650159.08,0.3855594292227442,2,0.8462723457212397,1720000.1124000002,1455588.529761544,550211.6497235631,0.3779994404144551,905376.8800379809
ACC00096,R03,Hospitality,0.50–0.99,0.9087,176,1260549.6,682124.04,0.5411322489809207,12,0.8528953399442855,1411815.5520000001,1204130.9051616692,581780.4149799694,0.4831537937329649,622350.4901816999
ACC00097,R23,Technology,0.50–0.99,0.542,166,1305907.36,591590.01,0.45301070207614114,2,0.8385392627706489,1332025.5072,1116955.686799188,496071.45084788086,0.4441281392903344,620884.235951307
ACC00098,R34,Retail,0.50–0.99,0.5971,648,5025451.23,2633141.69,0.5239612463615531,5,0.8100933138766028,5276723.7915,4274638.662667748,2133090.477558738,0.4990107108205267,2141548.1851090095
ACC00099,R06,Manufacturing,0.50–0.99,0.9621,106,693635.45,386591.37,0.5573408481357174,10,0.8772780150035866,762998.995,669362.2437833315,339148.1096911171,0.5066734983051976,330214.1340922144
ACC00100,R24,Logistics,0.50–0.99,0.541,720,5540016.81,2430297.17,0.4386804685525855,5,0.8202922604052647,5817017.6504999995,4771654.557345967,1993553.9590358178,0.41779092243103383,2778100.5983101493
ACC00101,R33,Healthcare,1.00–1.49,1.3028,348,2104519.77,2104416.39,0.9999508771542689,23,0.6907771792524162,2588559.3171,1788117.703393899,1453682.8178567528,0.8129681928083486,334434.8855371461
ACC00102,R41,Logistics,1.00–1.49,1.3049,144,840697.49,744725.78,0.8858427542111492,17,0.8234573609229967,983616.0632999999,809965.8876464852,613249.9254101203,0.7571305591548284,196715.96223636495
ACC00103,R06,Logistics,0.15–0.49,0.4527,138,948971.54,209325.38,0.22058130426124264,0,0.8831718145047092,948971.54,838104.9168951282,184870.27567648777,0.22058130426124264,653234.6412186404
ACC00104,R46,Professional services,0.50–0.99,0.962,922,5298850.57,4037335.24,0.7619266077926028,17,0.7530539644270132,6199655.1669,4668674.901514461,3040331.308202887,0.6512193228996607,1628343.5933115743
ACC00105,R06,Professional services,0.50–0.99,0.8238,220,1613065.48,1040499.31,0.6450446822530727,12,0.8169598300760578,1806633.3376000002,1475946.8644954374,850046.1394918554,0.5759327520116719,625900.725003582
ACC00106,R09,Professional services,0.50–0.99,0.5203,349,2084794.92,883262.77,0.423668899768808,4,0.8417666848817602,2168186.7168,1825107.3448054038,743501.1737823806,0.40737394208539224,1081606.1710230233
ACC00107,R48,Financial services,1.00–1.49,1.1186,122,808446.36,675277.51,0.8352780634697892,15,0.8218330456809482,929713.3139999999,764069.1244547477,554965.3727231469,0.726328750843295,209103.75173160073
ACC00108,R38,Professional services,1.50–2.49,2.3581,333,2347476.01,4430816.26,1.8874809544912028,25,0.8781042628761371,2934345.0124999997,2576660.8642255813,3890718.6459269025,1.5099847635929622,-1314057.7817013212
ACC00109,R05,Manufacturing,0.50–0.99,0.5434,735,4697831.97,2249689.94,0.4788783324661993,7,0.827705494072209,5026680.2079,4160610.825022863,1862080.723296978,0.4475498434263545,2298530.101725885
ACC00110,R35,Manufacturing,1.00–1.49,1.3151,133,783622.96,969558.76,1.2372771211297842,25,0.7335606118507105,979528.7,718543.672497331,711230.1172108162,0.9898216969038274,7313.555286514806
ACC00111,R26,Technology,0.50–0.99,0.8706,792,4724008.68,2358436.55,0.4992447537162442,10,0.834779201191995,5196409.548,4337854.611545896,1968773.7792710045,0.4538588670147674,2369080.8322748914
ACC00112,R24,Logistics,0.50–0.99,0.9322,185,1053356.55,630765.76,0.5988150545985592,11,0.8480905465597186,1169225.7705,991609.3227550532,534946.4781495563,0.5394730221608641,456662.84460549685
ACC00113,R21,Technology,0.15–0.49,0.3947,183,1203601.04,480815.68,0.39948094428366393,1,0.8580719444252849,1215637.0504,1043104.0475521461,412574.4454477656,0.3955256874095682,630529.6021043805
ACC00114,R38,Hospitality,1.50–2.49,1.6263,243,1329436.29,2553054.96,1.9204041436239114,25,0.7440162409138705,1661795.3625,1236402.738775353,1899514.354185712,1.536323314899129,-663111.6154103591
ACC00115,R36,Professional services,0.50–0.99,0.617,62,401955.84,251469.69,0.6256152168357598,3,0.8791854697325797,414014.5152,363995.5460222183,221088.4975261562,0.6073934144036504,142907.0484960621
ACC00116,R34,Hospitality,0.50–0.99,0.7649,64,542212.37,167262.42,0.30848137972211886,3,0.9021048695756166,558478.7411,503806.3919007701,150888.243579002,0.2994964851671057,352918.14832176804
ACC00117,R16,Healthcare,0.50–0.99,0.6427,189,1236039.86,702203.2899999999,0.5681073181571992,6,0.8386440848728678,1310202.2516,1098793.368291453,588898.635536767,0.535950300148301,509894.73275468603
ACC00118,R37,Healthcare,0.50–0.99,0.5713,180,1026528.98,567036.79,0.5523826419396363,4,0.8419968987964841,1067590.1392,898907.5863921068,477443.21868351323,0.5311371557111887,421464.3677085936
ACC00119,R19,Professional services,0.50–0.99,0.754,82,504223.57,228699.64,0.45356792821089265,7,0.9010687148858529,539519.2199,486143.8901315109,206074.09070965723,0.42389526001018,280069.7994218537
ACC00120,R12,Technology,0.50–0.99,0.6794,378,2211127.08,1248492.24,0.5646406537610674,12,0.8336465435831445,2476462.3296000003,2064494.2613849023,1040801.2405663776,0.5041434408580958,1023693.0208185246
ACC00121,R08,Professional services,0.50–0.99,0.5826,149,896747.22,390867.8,0.43587288734499785,4,0.8644271259062168,932617.1088,806179.5269309495,337876.728963286,0.41910854552403637,468302.79796766356
ACC00122,R35,Manufacturing,2.50–5.00,4.1315,365,2838641.95,10069890.55,3.5474324438839497,25,0.9873814738226792,3548302.4375,3503528.090307355,9942823.37249207,2.83794595510716,-6439295.282184714
ACC00123,R04,Professional services,0.50–0.99,0.6338,452,2603118.41,2232820.03,0.8577481613677342,15,0.7048740161095658,2993586.1715,2110101.1072752643,1573856.8217959811,0.7458679664067254,536244.2854792832
ACC00124,R17,Hospitality,1.00–1.49,1.4326,1279,7610273.09,9431143.66,1.2392648132946305,25,0.749245637550208,9512841.3625,7127454.891560302,7066243.244364303,0.9914118506357043,61211.64719599951
ACC00125,R15,Logistics,1.00–1.49,1.2647,161,916045.02,1277185.41,1.3942386914564526,25,0.6555652501885477,1145056.275,750659.1034003415,837278.3728438128,1.1153909531651622,-86619.26944347133
ACC00126,R33,Financial services,1.00–1.49,1.0496,323,2436750.58,2152174.38,0.8832148836505047,18,0.722340238789757,2875365.6844,2076992.3350773691,1554602.1555663971,0.748487189534326,522390.179510972
ACC00127,R02,Financial services,1.00–1.49,1.4154,176,1392491.95,1137224.75,0.8166831772348846,18,0.7949438926057527,1643140.501,1306204.5059631066,904029.869532604,0.6921043874871903,402174.63643050264
ACC00128,R14,Manufacturing,2.50–5.00,3.2104,120,1057483.23,2896751.5700000003,2.739288423514764,25,0.9468369681327256,1321854.0375,1251580.2691805023,2742751.473972513,2.191430738811811,-1491171.2047920106
ACC00129,R16,Healthcare,0.50–0.99,0.5191,698,4322361.94,2605537.37,0.6028040701283798,7,0.7839581435792888,4624927.275800001,3625749.4013253865,2042632.2396116627,0.5633682898396073,1583117.1617137238
ACC00130,R17,Technology,0.15–0.49,0.2725,197,1426135.8,342060.6,0.23985135216435907,2,0.8772340993870645,1454658.516,1276076.053198984,300067.2223767989,0.23514838447486183,976008.8308221849
ACC00131,R23,Technology,0.50–0.99,0.7844,190,1627327.31,1366787.61,0.8398971747115828,14,0.7552646147579672,1855153.1334000002,1401131.516614387,1032286.3177226129,0.7367519076417393,368845.19889177417
ACC00132,R06,Logistics,0.50–0.99,0.7425,206,1631123.11,540607.39,0.3314326102583391,6,0.8752482001066729,1728990.4966000002,1513295.8201506927,473165.6450618662,0.3126722738286218,1040130.1750888266
ACC00133,R13,Retail,0.50–0.99,0.7422,89,573223.95,555733.72,0.9694879636484135,13,0.8144179199646703,647743.0634999999,527533.5584472133,452599.50029662845,0.8579539501313395,74934.05815058481
ACC00134,R41,Logistics,0.50–0.99,0.9535,438,2492223.08,1938040.75,0.7776353431411124,17,0.7707441063405752,2915901.0036,2247413.5131972684,1493733.4859103682,0.6646455924283012,753680.0272869002
ACC00135,R25,Logistics,0.50–0.99,0.7804,508,4243745.63,1743918.09,0.41093841197074765,7,0.8439888406578335,4540807.8241,3832391.1311121783,1471847.4069813234,0.384054590626867,2360543.724130855
ACC00136,R15,Healthcare,1.00–1.49,1.0773,498,3541873.1,3517041.11,0.9929890232374502,23,0.6303598102936874,4356503.913,2746164.9801423866,2217001.3668946996,0.8073081489735369,529163.613247687
