account_id,rating_region,industry,risk_band,risk_score_2025,covered_lives_2025,annual_premium_2025,paid_claims_2025,fy2025_mlr,recommended_rate_change_pct,expected_renewal_probability,premium_if_renewed,projected_2026_premium,projected_2026_paid_claims,projected_case_mlr,expected_contribution
ACC00011,R05,Healthcare,0.50–0.99,0.7271,147,851188.63,531590.98,0.6245278205842576,11,0.7701418884191129,944819.3793000001,727644.9809890762,409400.4812037669,0.5626376762020338,318244.4997853093
ACC00012,R19,Manufacturing,1.00–1.49,1.262,254,1947028.19,1963121.51,1.0082655814038317,25,0.7161694549177671,2433785.2375,1743002.6469272831,1405927.6617540438,0.8066124651230654,337074.9851732394
ACC00013,R27,Technology,0.15–0.49,0.1734,117,592532.36,209887.24,0.3542207213796728,0,0.8215433259584938,592532.36,486791.0057724356,172431.46122584862,0.3542207213796728,314359.5445465869
ACC00014,R40,Technology,0.50–0.99,0.9063,322,2142166.27,1779658.1,0.8307749612731976,19,0.686001350003329,2549177.8613,1748739.4542503988,1220847.8591443594,0.6981302195573089,527891.5951060394
ACC00015,R38,Technology,0.50–0.99,0.8645,137,830757.75,389483.26,0.4688289215478279,10,0.8153004527992903,913833.525,745048.8867156716,317545.87823574373,0.4262081104980253,427503.0084799279
ACC00016,R07,Logistics,1.00–1.49,1.1046,498,2988052.42,3538125.32,1.1840907797728661,25,0.6107699910788251,3735065.525,2281265.937383077,2160980.7701321654,0.9472726238182929,120285.1672509117
ACC00017,R21,Hospitality,0.15–0.49,0.2418,491,3574921.69,756884.44,0.2117205649894949,1,0.8581580347988769,3610670.9069,3098526.2497707824,649526.4636002483,0.20962432177177714,2448999.786170534
ACC00018,R26,Manufacturing,0.50–0.99,0.5822,330,2130559.54,1239818.26,0.5819214327143376,11,0.7795579662275249,2364921.0894000004,1843593.0747412469,966510.2012573488,0.5242535429858897,877082.8734838981
ACC00019,R12,Professional services,2.50–5.00,3.087,441,3141578.33,11582669.55,3.6868950359738446,25,0.9614043722879273,3926972.9125,3775408.9279337563,11135629.14813624,2.9495160287790756,-7360220.220202483
ACC00020,R18,Manufacturing,0.15–0.49,0.2475,371,2363669.21,575797.03,0.24360305053006975,1,0.8552252881172232,2387305.9021,2041684.37794742,492436.18087879143,0.2411911391386829,1549248.1970686286
ACC00021,R40,Financial services,0.50–0.99,0.7026,604,4048724.75,2221664.67,0.5487319606006805,10,0.8040307090987534,4453597.225000001,3580828.934856991,1786286.619999748,0.49884723690970945,1794542.3148572429
ACC00022,R30,Manufacturing,0.50–0.99,0.7709,187,1111677.62,595969.85,0.5360995303656467,11,0.8079965159015996,1233962.1582000002,997037.1245800186,481541.56238239893,0.48297254987896104,515495.56219761964
ACC00023,R03,Retail,0.50–0.99,0.8608,257,1670725.53,1174346.69,0.7028962381391275,15,0.7572167409156604,1921334.3594999998,1454866.5419098677,889234.9733068933,0.6112141201209804,565631.5686029744
ACC00024,R48,Logistics,0.15–0.49,0.2045,421,2971019.59,648520.6,0.21828216891696767,0,0.8540319160071542,2971019.59,2537345.5529424897,553857.2905881093,0.21828216891696767,1983488.2623543805
ACC00025,R32,Financial services,2.50–5.00,3.079,224,1942277.16,4924127.44,2.535234178421786,25,0.9421393422876655,2427846.4499999997,2287369.657578443,4639214.187662247,2.028187342737429,-2351844.5300838035
ACC00026,R15,Retail,2.50–5.00,4.4549,428,2722264.85,10963670.91,4.027407880610881,25,0.9881769431045958,3402831.0625,3362599.197242614,10834046.805048583,3.2219263044887057,-7471447.607805969
ACC00027,R37,Healthcare,0.50–0.99,0.7536,157,975853.19,474782.32,0.4865304790365035,8,0.8153796690550348,1053921.4452,859346.1191971799,387127.85095478164,0.45049118429305873,472218.2682423983
ACC00028,R48,Professional services,1.50–2.49,1.9801,146,1008505.03,1767662.42,1.7527551845725549,25,0.8373248144865284,1260631.2875,1055557.858941851,1480107.6079013078,1.4022041476580438,-424549.7489594568
ACC00029,R38,Healthcare,0.15–0.49,0.438,62,263354.14,105151.6,0.39927832537586083,4,0.8176339393372494,273888.3056,223940.37424613244,85975.51693561471,0.38392146670755845,137964.85731051775
ACC00030,R30,Manufacturing,0.50–0.99,0.8482,457,2554566.15,1510310.44,0.5912199376790458,12,0.794493073705825,2861114.088,2273135.325998158,1199931.1837255969,0.5278749443562909,1073204.1422725613
ACC00031,R12,Professional services,0.50–0.99,0.902,142,1011053.44,735663.46,0.7276207477222965,20,0.7659940995089205,1213264.1279999998,929353.1631938355,563513.8695843167,0.6063506231019138,365839.2936095188
ACC00032,R23,Technology,1.00–1.49,1.2764,62,363573.13,442751.78,1.217779157662174,25,0.6160158777270802,454466.4125,279958.5259936648,272742.12637192715,0.9742233261297392,7216.399621737655
ACC00033,R30,Hospitality,1.50–2.49,2.302,189,1122845.18,2695361.66,2.4004748900467296,25,0.8873956549287823,1403556.4749999999,1245509.917362158,2391852.22554563,1.9203799120373837,-1146342.308183472
ACC00034,R03,Manufacturing,0.50–0.99,0.9024,105,913863.41,474349.26,0.5190592541614069,13,0.8144649037881958,1032665.6532999999,841069.9319603588,386340.8244079019,0.4593444727092097,454729.10755245684
ACC00035,R48,Professional services,1.50–2.49,2.1374,590,3867223.62,7212033.0,1.8649123269473618,25,0.8563913569039636,4834029.525,4139821.104228573,6176322.726906164,1.4919298615578893,-2036501.6226775907
ACC00036,R47,Retail,0.15–0.49,0.4884,334,1844227.39,647648.45,0.3511760282445431,4,0.8377448930114043,1917996.4856,1606791.7606252215,542564.1814542518,0.3376692579274453,1064227.5791709698
ACC00037,R44,Professional services,0.15–0.49,0.1873,116,617998.32,141447.07,0.22887937624167007,0,0.8297534184680241,617998.32,512786.2186274958,117366.1898647859,0.22887937624167007,395420.02876270993
ACC00038,R45,Hospitality,0.50–0.99,0.5035,681,3937088.73,2273896.77,0.5775579180304631,11,0.7949735515938982,4370168.490300001,3474168.3657975355,1807687.7912047934,0.5203224486760928,1666480.5745927421
ACC00039,R23,Technology,0.50–0.99,0.7757,247,1689056.55,1004633.81,0.5947899198520026,10,0.7690639650188724,1857962.2050000003,1428891.7802325073,772627.6613106165,0.540718108956366,656264.1189218907
ACC00040,R30,Healthcare,1.00–1.49,1.3911,62,353937.34,322143.71,0.9101715857388768,25,0.6944695418407012,442421.67500000005,307248.37793764565,223718.99469056373,0.7281372685911014,83529.38324708192
ACC00041,R23,Retail,0.50–0.99,0.5534,66,420728.97,397125.02,0.9438974929632253,18,0.5355362758104714,496460.1845999999,265872.4383488631,212674.85424195896,0.7999131296298521,53197.584106904134
ACC00042,R36,Healthcare,0.15–0.49,0.2553,644,3897976.47,1348644.66,0.34598583916028613,3,0.831063522227876,4014915.7641000003,3336650.0363611705,1120809.3813734162,0.33590858170901566,2215840.6549877543
ACC00043,R33,Financial services,0.50–0.99,0.6612,109,801557.23,360397.73,0.44962195650084774,6,0.8153859023625827,849650.6638,692793.1731955303,293863.22828547645,0.4241716570762714,398929.94491005386
ACC00044,R04,Healthcare,0.15–0.49,0.4039,437,1948554.74,823468.37,0.42260468905276943,5,0.8245156951828957,2045982.4770000002,1686944.664355678,678962.595551676,0.40248065624073276,1007982.068804002
ACC00045,R04,Healthcare,0.15–0.49,0.3892,149,686915.25,259400.8,0.3776314472564119,4,0.8288513159516613,714391.86,592124.6332661549,215004.6944389137,0.363107160823473,377119.9388272412
ACC00046,R07,Hospitality,1.00–1.49,1.3662,178,1232960.48,1651638.02,1.3395709325573841,25,0.7448437260178356,1541200.6,1147953.5974449238,1230212.2168495203,1.0716567460459072,-82258.61940459651
ACC00047,R19,Logistics,0.50–0.99,0.6886,140,881397.31,547662.36,0.6213569678355383,14,0.7788242493407522,1004792.9334000002,782557.1020981476,426532.7264191848,0.5450499717855598,356024.3756789628
ACC00048,R27,Technology,0.50–0.99,0.7429,293,2388224.27,694676.52,0.29087574761142515,5,0.8572711842919581,2507635.4835,2149723.640712582,595526.1630002161,0.2770245215346906,1554197.4777123658
ACC00049,R02,Technology,0.50–0.99,0.7692,78,408397.4,122962.52,0.30108546234623434,7,0.8515411815249426,436985.21800000005,372110.9088446547,104707.6495640844,0.2813882825665741,267403.2592805703
ACC00050,R46,Professional services,2.50–5.00,3.982,218,1712565.04,5576656.13,3.25631786224014,25,0.9836461192783024,2140706.3,2105697.4445096133,5485456.160824056,2.605054289792112,-3379758.7163144425
ACC00051,R07,Hospitality,0.15–0.49,0.213,798,5018272.77,1271619.58,0.2533978598377386,0,0.8463938926915919,5018272.77,4247435.424388518,1076291.0463390474,0.2533978598377386,3171144.3780494705
ACC00052,R02,Retail,0.50–0.99,0.7641,232,1622431.26,753127.82,0.4641970594180982,9,0.8216134446224549,1768450.0734,1452982.3564490073,618779.9424312002,0.4258688618514662,834202.4140178071
ACC00053,R07,Healthcare,0.15–0.49,0.3179,266,1663728.56,289841.93,0.1742122705400934,0,0.8592774652927806,1663728.56,1429604.459972008,249054.63894596754,0.1742122705400934,1180549.8210260402
ACC00054,R17,Financial services,0.15–0.49,0.2009,232,1673994.22,378186.0,0.22591834277659573,0,0.8566467928087987,1673994.22,1434021.7797434665,323971.8239851884,0.22591834277659573,1110049.9557582783
ACC00055,R45,Hospitality,0.15–0.49,0.3151,161,1257122.3,253925.62,0.20198959162525396,4,0.8669711638184433,1307407.192,1133484.334832843,220146.19029471977,0.1942207611781288,913338.1445381232
ACC00056,R34,Hospitality,1.50–2.49,2.1702,184,1220408.47,3013401.71,2.4691746936171297,25,0.863577439698979,1525510.5875,1317396.5273869352,2602305.733506325,1.975339754893704,-1284909.20611939
ACC00057,R36,Financial services,1.50–2.49,1.6613,68,635326.63,723426.47,1.1386685774528291,25,0.7619170425336228,794158.2875,605082.7337155666,551190.9565129386,0.9109348619622634,53891.77720262797
ACC00058,R06,Healthcare,0.50–0.99,0.7847,470,2053103.06,1862082.76,0.906960199065701,22,0.6462455196615334,2504785.7332,1618706.557792629,1203362.6408889825,0.7434099992341812,415343.91690364666
ACC00059,R33,Logistics,0.15–0.49,0.1572,105,759027.87,224194.48,0.29537055075461194,0,0.7905958061842684,759027.87,600084.250798978,177247.21565766283,0.29537055075461194,422837.0351413152
ACC00060,R24,Hospitality,1.50–2.49,1.8152,385,3392113.14,5526882.5,1.6293331831496634,25,0.8436636451348299,4240141.425,3577253.170502692,4662829.836181901,1.3034665465197308,-1085576.6656792094
ACC00061,R04,Logistics,0.50–0.99,0.568,511,4583446.03,1975945.53,0.43110478820233866,6,0.8120903092952508,4858452.791800001,3945502.4303892376,1604646.2166082684,0.4067026303795647,2340856.2137809694
ACC00062,R24,Healthcare,0.15–0.49,0.4803,62,342944.4,91646.02,0.267232880898478,4,0.8493824264132919,356662.17600000004,302942.5844607246,77842.51883872108,0.25695469317161346,225100.06562200352
ACC00063,R04,Professional services,0.50–0.99,0.5976,347,2264168.85,1466059.94,0.6475046858806488,11,0.7656739983316714,2513227.4235000005,1924312.8900680502,1122523.9760536903,0.5833375548474313,801788.9140143599
ACC00064,R02,Financial services,0.50–0.99,0.8127,196,1087859.01,712364.85,0.6548319620940585,14,0.7753389755852721,1240159.2714000002,961543.8190498536,552324.233041956,0.5744140018368933,409219.5860078976
ACC00065,R35,Retail,0.50–0.99,0.5709,320,1615734.34,697226.35,0.43152288884322404,6,0.8271328574103267,1712678.4004000002,1416612.5791477999,576698.8231372725,0.40709706494643777,839913.7560105274
ACC00066,R09,Hospitality,0.15–0.49,0.192,206,1201088.19,387336.45,0.3224879348784539,3,0.8424485187211025,1237120.8357,1042210.6155144774,326311.01854919037,0.3130950824062659,715899.596965287
ACC00067,R27,Manufacturing,0.50–0.99,0.7001,83,565965.23,358554.21,0.6335269217863437,10,0.7691774314972276,622561.753,478860.45012095146,275791.8063003176,0.5759335652603125,203068.64382063388
ACC00068,R37,Retail,0.50–0.99,0.7087,403,2666916.8,1587528.23,0.5952672501819329,9,0.7787987980101329,2906939.312,2263920.8420740026,1236365.0773311537,0.546116743286177,1027555.7647428489
ACC00069,R16,Professional services,0.50–0.99,0.5882,117,980469.29,464491.95,0.47374451677114743,7,0.8145050276806692,1049102.1403,854498.9678249009,378331.02859219804,0.44275188483284805,476167.93923270283
ACC00070,R15,Manufacturing,1.00–1.49,1.2779,275,1895955.39,1730578.26,0.9127737230146539,25,0.6970793267028212,2369944.2375,1652039.133399731,1206350.32828734,0.7302189784117231,445688.805112391
ACC00071,R37,Retail,0.50–0.99,0.9798,657,4369703.84,2282772.42,0.5224089557520218,11,0.8135231616588094,4850371.2624,3945889.364606679,1857088.2364659316,0.4706386988756953,2088801.1281407473
ACC00072,R14,Technology,0.50–0.99,0.9869,302,2637973.5,1010091.76,0.38290443781940947,10,0.8393900770306384,2901770.85,2435717.657306761,847861.0002344131,0.34809494347219044,1587856.657072348
ACC00073,R12,Hospitality,0.15–0.49,0.2185,145,733979.62,366369.57,0.499154962913003,8,0.8115519080413488,792697.9896000001,643315.5659604213,297327.9235817885,0.46218052121574343,345987.64237863285
ACC00074,R11,Manufacturing,0.15–0.49,0.4682,229,1130100.57,345701.23,0.30590306666246525,7,0.8513568188737907,1209207.6099,1029467.1441224436,294315.09945355664,0.28589071650697684,735152.044668887
ACC00075,R39,Professional services,1.00–1.49,1.2827,475,3395207.38,3124628.78,0.9203057222383865,25,0.7457077416762914,4244009.225,3164790.5348280976,2330059.8711105455,0.7362445777907092,834730.6637175521
ACC00076,R12,Professional services,0.50–0.99,0.7795,280,2145784.7,807503.42,0.37632080236195176,12,0.8462324316378672,2403278.8640000005,2033732.5169866115,683335.582662494,0.3360007163945998,1350396.9343241174
ACC00077,R17,Manufacturing,0.50–0.99,0.6999,124,827756.15,498040.22,0.6016750464493679,14,0.7893938248487913,943642.0110000002,744905.1763512953,393149.87419433345,0.5277851284643578,351755.3021569619
ACC00078,R28,Healthcare,0.50–0.99,0.6622,191,1388602.23,614951.11,0.44285620224014766,7,0.816526509956256,1485804.3861,1213198.6698599304,502123.88364202564,0.4138843011590165,711074.7862179048
ACC00079,R28,Manufacturing,1.00–1.49,1.2501,959,8332654.32,6595710.46,0.7915497519402677,21,0.7268988323399431,10082511.7272,7328966.001555463,4794414.231826349,0.6541733487109651,2534551.769729114
ACC00080,R33,Financial services,2.50–5.00,3.9203,228,1818447.89,6038656.06,3.3207748724655506,25,0.979259044597356,2273059.8625,2225914.429264347,5913408.563967634,2.656619897972441,-3687494.134703287
ACC00081,R21,Professional services,0.50–0.99,0.5221,115,729172.02,316103.41,0.4335100652929606,7,0.816031563631711,780214.0614000001,636679.3004916899,257950.35993161582,0.4051495937317388,378728.9405600741
ACC00082,R35,Manufacturing,1.00–1.49,1.3637,234,1362646.99,1648841.78,1.2100285635973849,25,0.726519123624982,1703308.7375,1237486.3712312747,1197915.0850018554,0.9680228508779078,39571.28622941929
ACC00083,R42,Manufacturing,0.50–0.99,0.7914,290,3140784.07,787538.42,0.2507458018277583,7,0.8658630906010341,3360638.9549000002,2909853.2318839435,681900.4503082553,0.2343418708670638,2227952.781575688
ACC00084,R30,Professional services,1.00–1.49,1.0772,678,4996571.31,4065746.26,0.8137072419766986,21,0.7122076464155651,6045851.285099999,4305901.51433959,2895655.574757486,0.6724853239476849,1410245.9395821043
ACC00085,R01,Hospitality,0.15–0.49,0.4284,455,3011790.5,822366.89,0.27304916792851297,3,0.8561951949841848,3102144.215,2656040.971030986,704106.5797320877,0.2650962795422456,1951934.3912988983
ACC00086,R45,Healthcare,0.50–0.99,0.689,169,1023612.37,664352.53,0.6490274536248521,13,0.777331390113614,1156681.9781,899125.2099558377,516422.07567039644,0.5743605784290727,382703.13428544125
ACC00087,R27,Logistics,1.00–1.49,1.4605,118,1177213.46,676842.46,0.5749530420761584,16,0.8110340844821622,1365567.6135999998,1107521.8792945668,548942.3048847545,0.49564917420358484,558579.5744098123
ACC00088,R13,Healthcare,1.50–2.49,2.4163,267,1934081.48,2848196.65,1.4726352945585313,25,0.9093609179475827,2417601.85,2198472.6375477742,2590038.7201392297,1.1781082356468249,-391566.08259145543
ACC00089,R19,Professional services,0.15–0.49,0.3667,476,3714016.48,608830.29,0.16392772979833414,4,0.8712483128836553,3862577.1392,3365263.815910976,530442.3629949667,0.15762281711378281,2834821.4529160094
ACC00090,R20,Logistics,1.00–1.49,1.3256,87,599301.01,477248.89,0.7963425424562525,21,0.7278575745027719,725154.2221,527808.9932381504,347369.2195095402,0.6581343326084731,180439.7737286102
ACC00091,R40,Logistics,0.50–0.99,0.6745,449,2839327.97,1666573.79,0.5869606497061345,9,0.7745623283915104,3094867.4873000006,2397167.7670262717,1290865.2752186642,0.5384960089047105,1106302.4918076075
ACC00092,R16,Financial services,0.50–0.99,0.8585,245,1738332.81,756705.04,0.43530504380228546,9,0.8263302667407538,1894782.7629000002,1565716.3458829396,625288.2775472729,0.3993624255066839,940428.0683356668
ACC00093,R07,Financial services,1.00–1.49,1.1236,717,4435214.67,5197069.18,1.1717739876613458,25,0.6203344063902573,5544018.3375,3439145.324409764,3223920.824744401,0.9374191901290766,215224.49966536276
ACC00094,R28,Manufacturing,0.50–0.99,0.6851,146,1007144.99,532976.89,0.5291957913626717,10,0.8027073071983744,1107859.489,889286.9071693571,427824.4441708642,0.4810870830569742,461462.4629984929
ACC00095,R38,Manufacturing,0.15–0.49,0.2523,373,1686274.62,650159.08,0.3855594292227442,4,0.8220908443392794,1753725.6048,1441721.7631894455,534489.8270320491,0.37073022040648484,907231.9361573964
ACC00096,R03,Hospitality,0.50–0.99,0.9087,176,1260549.6,682124.04,0.5411322489809207,15,0.8157227440317973,1449632.04,1182497.8255052122,556424.0936788556,0.47054978172253975,626073.7318263566
ACC00097,R23,Technology,0.50–0.99,0.542,166,1305907.36,591590.01,0.45301070207614114,4,0.8132444556119178,1358143.6544,1104502.7968653087,481107.295627899,0.43558721353475105,623395.5012374097
ACC00098,R34,Retail,0.50–0.99,0.5971,648,5025451.23,2633141.69,0.5239612463615531,6,0.7961085750992224,5326978.303800001,4240853.1070226915,2096266.6788602583,0.49430306260523865,2144586.428162433
ACC00099,R06,Manufacturing,0.50–0.99,0.9621,106,693635.45,386591.37,0.5573408481357174,15,0.8201254930338103,797680.7674999998,654198.3327295256,317053.4379238662,0.4846442157701891,337144.8948056594
ACC00100,R24,Logistics,0.50–0.99,0.541,720,5540016.81,2430297.17,0.4386804685525855,5,0.8202922604052647,5817017.6504999995,4771654.557345967,1993553.9590358178,0.41779092243103383,2778100.5983101493
ACC00101,R33,Healthcare,1.00–1.49,1.3028,348,2104519.77,2104416.39,0.9999508771542689,25,0.6502203573905134,2630649.7125,1710501.9962310013,1368334.3772042543,0.7999607017234152,342167.61902674707
ACC00102,R41,Logistics,1.00–1.49,1.3049,144,840697.49,744725.78,0.8858427542111492,25,0.6916038026129646,1050871.8625,726786.9761639686,515055.18135190615,0.7086742033689193,211731.7948120624
ACC00103,R06,Logistics,0.15–0.49,0.4527,138,948971.54,209325.38,0.22058130426124264,3,0.853156043837608,977440.6862000001,833909.428924309,178587.21307560397,0.21415660607887635,655322.215848705
ACC00104,R46,Professional services,0.50–0.99,0.962,922,5298850.57,4037335.24,0.7619266077926028,18,0.7358412105502177,6252643.6726,4600952.889185143,2970837.650398654,0.645700515078477,1630115.2387864888
ACC00105,R06,Professional services,0.50–0.99,0.8238,220,1613065.48,1040499.31,0.6450446822530727,15,0.7732058990179372,1855025.302,1434316.5063339304,804520.2044160934,0.560908419350498,629796.301917837
ACC00106,R09,Professional services,0.50–0.99,0.5203,349,2084794.92,883262.77,0.423668899768808,6,0.8168119485804067,2209882.6152,1805058.5250554772,721459.5842722276,0.3996876412913283,1083598.9407832497
ACC00107,R48,Financial services,1.00–1.49,1.1186,122,808446.36,675277.51,0.8352780634697892,22,0.7093956144170575,986304.5592,699680.128776029,479038.90410847066,0.684654150385073,220641.22466755833
ACC00108,R38,Professional services,1.50–2.49,2.3581,333,2347476.01,4430816.26,1.8874809544912028,25,0.8781042628761371,2934345.0124999997,2576660.8642255813,3890718.6459269025,1.5099847635929622,-1314057.7817013212
ACC00109,R05,Manufacturing,0.50–0.99,0.5434,735,4697831.97,2249689.94,0.4788783324661993,8,0.8147023442867961,5073658.5276,4133521.4965464137,1832827.6680364215,0.443405863394629,2300693.828509992
ACC00110,R35,Manufacturing,1.00–1.49,1.3151,133,783622.96,969558.76,1.2372771211297842,25,0.7335606118507105,979528.7,718543.672497331,711230.1172108162,0.9898216969038274,7313.555286514806
ACC00111,R26,Technology,0.50–0.99,0.8706,792,4724008.68,2358436.55,0.4992447537162442,11,0.8220560929540022,5243649.6348,4310574.131603369,1938767.135772916,0.44977004839301277,2371806.9958304525
ACC00112,R24,Logistics,0.50–0.99,0.9322,185,1053356.55,630765.76,0.5988150545985592,15,0.7957497318765462,1211360.0325,963939.4210678393,501931.6843969059,0.5207087431291819,462007.7366709334
ACC00113,R21,Technology,0.15–0.49,0.3947,183,1203601.04,480815.68,0.39948094428366393,4,0.8228990194745465,1251745.0816000002,1030059.8002807263,395662.7516199873,0.38411629258044605,634397.048660739
ACC00114,R38,Hospitality,1.50–2.49,1.6263,243,1329436.29,2553054.96,1.9204041436239114,25,0.7440162409138705,1661795.3625,1236402.738775353,1899514.354185712,1.536323314899129,-663111.6154103591
ACC00115,R36,Professional services,0.50–0.99,0.617,62,401955.84,251469.69,0.6256152168357598,12,0.7660537470631295,450190.5408000001,344870.1506722167,192639.29829730358,0.5585850150319284,152230.85237491314
ACC00116,R34,Hospitality,0.50–0.99,0.7649,64,542212.37,167262.42,0.30848137972211886,8,0.855315656272145,585589.3596000001,500863.74741225917,143062.16653196717,0.28563090715011,357801.580880292
ACC00117,R16,Healthcare,0.50–0.99,0.6427,189,1236039.86,702203.2899999999,0.5681073181571992,10,0.7846261886546,1359643.8460000001,1066812.168814662,550967.0910934207,0.5164611983247265,515845.07772124116
ACC00118,R37,Healthcare,0.50–0.99,0.5713,180,1026528.98,567036.79,0.5523826419396363,8,0.7890578615996544,1108651.2984,874790.0227751844,447424.83696573233,0.5114654092033669,427365.185809452
ACC00119,R19,Professional services,0.50–0.99,0.754,82,504223.57,228699.64,0.45356792821089265,13,0.8420473338719027,569772.6340999999,479775.52745707607,192575.92211946397,0.4013875470892856,287199.6053376121
ACC00120,R12,Technology,0.50–0.99,0.6794,378,2211127.08,1248492.24,0.5646406537610674,14,0.8073312321681785,2520684.8712000004,2035027.6229735827,1007946.7784716092,0.49529881908865553,1027080.8445019735
ACC00121,R08,Professional services,0.50–0.99,0.5826,149,896747.22,390867.8,0.43587288734499785,8,0.8173606491228016,968486.9976,791603.1610253291,319479.9587292014,0.40358600680092394,472123.20229612774
ACC00122,R35,Manufacturing,2.50–5.00,4.1315,365,2838641.95,10069890.55,3.5474324438839497,25,0.9873814738226792,3548302.4375,3503528.090307355,9942823.37249207,2.83794595510716,-6439295.282184714
ACC00123,R04,Professional services,0.50–0.99,0.6338,452,2603118.41,2232820.03,0.8577481613677342,18,0.6459520229038395,3071679.7238,1984157.7313013168,1442294.6151587113,0.7269052214980799,541863.1161426054
ACC00124,R17,Hospitality,1.00–1.49,1.4326,1279,7610273.09,9431143.66,1.2392648132946305,25,0.749245637550208,9512841.3625,7127454.891560302,7066243.244364303,0.9914118506357043,61211.64719599951
ACC00125,R15,Logistics,1.00–1.49,1.2647,161,916045.02,1277185.41,1.3942386914564526,25,0.6555652501885477,1145056.275,750659.1034003415,837278.3728438128,1.1153909531651622,-86619.26944347133
ACC00126,R33,Financial services,1.00–1.49,1.0496,323,2436750.58,2152174.38,0.8832148836505047,21,0.664502186033925,2948468.2018,1959263.5655476158,1430124.580236207,0.7299296559095081,529138.9853114088
ACC00127,R02,Financial services,1.00–1.49,1.4154,176,1392491.95,1137224.75,0.8166831772348846,22,0.7287811868336493,1698840.179,1238082.7618923092,828788.0030016002,0.6694124403564627,409294.758890709
ACC00128,R14,Manufacturing,2.50–5.00,3.2104,120,1057483.23,2896751.5700000003,2.739288423514764,25,0.9468369681327256,1321854.0375,1251580.2691805023,2742751.473972513,2.191430738811811,-1491171.2047920106
ACC00129,R16,Healthcare,0.50–0.99,0.5191,698,4322361.94,2605537.37,0.6028040701283798,8,0.7685845961878444,4668150.895200001,3587868.870731217,2002575.887373788,0.5581519167855368,1585292.9833574288
ACC00130,R17,Technology,0.15–0.49,0.2725,197,1426135.8,342060.6,0.23985135216435907,4,0.857091234895188,1483181.232,1271221.6337082465,293177.14206298895,0.23062630015803756,978044.4916452576
ACC00131,R23,Technology,0.50–0.99,0.7844,190,1627327.31,1366787.61,0.8398971747115828,18,0.682846973538987,1920246.2258,1311234.3237371922,933306.7829590854,0.7117772667047313,377927.5407781068
ACC00132,R06,Logistics,0.50–0.99,0.7425,206,1631123.11,540607.39,0.3314326102583391,8,0.8545025458310318,1761612.9588000001,1505302.7580635366,461950.3910500695,0.30688204653549916,1043352.3670134671
ACC00133,R13,Retail,0.50–0.99,0.7422,89,573223.95,555733.72,0.9694879636484135,25,0.5976939025874459,716529.9375,428265.5746651137,332158.65590623894,0.7755903709187307,96106.91875887476
ACC00134,R41,Logistics,0.50–0.99,0.9535,438,2492223.08,1938040.75,0.7776353431411124,19,0.7371932127034502,2965745.4652,2186327.4275514763,1428710.486842704,0.6534750782698423,757616.9407087723
ACC00135,R25,Logistics,0.50–0.99,0.7804,508,4243745.63,1743918.09,0.41093841197074765,8,0.8319029300319553,4583245.2804000005,3812815.177819891,1450770.5688067311,0.3804985296025441,2362044.6090131598
